timestamp,user,source_ip,activity_type,payload_or_command,message
2024-05-20 10:00:01,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 1
2024-05-20 10:00:02,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 2
2024-05-20 10:00:03,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 3
2024-05-20 10:05:00,user01,10.0.0.5,WEB_ACCESS,GET /index.php,Normal user login
2024-05-20 10:06:15,attacker,185.220.101.1,SQL_INJECTION,"' OR 1=1 --",Authentication bypass attempt
2024-05-20 10:07:00,system,10.0.0.10,SERVICE,status check,System heartbeat
2024-05-20 10:08:22,user02,192.168.1.15,XSS_ATTACK,"<script>alert('XSS')</script>",Malicious script injection
2024-05-20 10:10:45,unknown,45.33.22.11,INTEL_MATCH,Malicious IP detected,Known botnet member
2024-05-20 10:12:10,svc_backup,10.0.0.20,BACKUP,start backup,Scheduled backup task
2024-05-20 10:15:33,admin,192.168.1.50,COMMAND_INJECTION,"; cat /etc/passwd",Sensitive file access attempt
2024-05-20 10:18:00,user03,192.168.1.60,FILE_ACCESS,GET /images/logo.png,Normal image load
2024-05-20 10:20:12,attacker,192.168.1.100,POWERSHELL_OBFUSCATION,"powershell.exe -enc JABjID0AbgBl...",Encoded payload execution
2024-05-20 10:22:45,user04,10.0.0.55,PATH_TRAVERSAL,"../../../../etc/shadow",Directory traversal attempt
2024-05-20 10:25:00,system,10.0.0.1,NETWORK,ping 8.8.8.8,Connectivity check
2024-05-20 10:28:19,hacker,172.16.0.5,MALWARE_EXECUTION,"C:\Windows\Temp\mimikatz.exe",Credential dumper detected
2024-05-20 10:30:44,manager,10.0.0.100,DATA_EXFILTRATION,"upload to dropbox.com/leak",Large data transfer
2024-05-20 10:32:00,user01,10.0.0.5,WEB_ACCESS,GET /dashboard,Normal navigation
2024-05-20 10:35:12,attacker,192.168.1.100,XXE_INJECTION,"<!ENTITY xxe SYSTEM 'file:///etc/hostname'>",XML injection
2024-05-20 10:38:55,root,127.0.0.1,PRIVILEGE_ESCALATION,"sudo /usr/bin/python -c 'os.setuid(0)'",Privilege escalation
2024-05-20 10:40:00,user05,192.168.1.75,LATERAL_MOVEMENT,"psexec \\target-dc cmd.exe",Lateral movement
2024-05-20 10:42:15,guest,10.10.10.5,SCANNING,nmap -sS 10.0.0.0/24,Port scanning activity
2024-05-20 10:45:00,user02,192.168.1.15,WEB_ACCESS,POST /api/v1/update,Profile update
2024-05-20 10:48:33,attacker,192.168.1.200,SQL_INJECTION,"UNION SELECT password FROM users",Database leak
2024-05-20 10:50:10,admin,192.168.1.50,LOGOUT,Session closed,Admin logout
2024-05-20 10:52:00,it_support,192.168.1.10,SERVICE,Windows Update,Normal system activity
timestamp,user,source_ip,activity_type,payload_or_command,message
2024-05-20 10:00:01,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 1
2024-05-20 10:00:02,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 2
2024-05-20 10:00:03,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 3
2024-05-20 10:05:00,user01,10.0.0.5,WEB_ACCESS,GET /index.php,Normal user login
2024-05-20 10:06:15,attacker,185.220.101.1,SQL_INJECTION,"' OR 1=1 --",Authentication bypass attempt
2024-05-20 10:07:00,system,10.0.0.10,SERVICE,status check,System heartbeat
2024-05-20 10:08:22,user02,192.168.1.15,XSS_ATTACK,"<script>alert('XSS')</script>",Malicious script injection
2024-05-20 10:10:45,unknown,45.33.22.11,INTEL_MATCH,Malicious IP detected,Known botnet member
2024-05-20 10:12:10,svc_backup,10.0.0.20,BACKUP,start backup,Scheduled backup task
2024-05-20 10:15:33,admin,192.168.1.50,COMMAND_INJECTION,"; cat /etc/passwd",Sensitive file access attempt
2024-05-20 10:18:00,user03,192.168.1.60,FILE_ACCESS,GET /images/logo.png,Normal image load
2024-05-20 10:20:12,attacker,192.168.1.100,POWERSHELL_OBFUSCATION,"powershell.exe -enc JABjID0AbgBl...",Encoded payload execution
2024-05-20 10:22:45,user04,10.0.0.55,PATH_TRAVERSAL,"../../../../etc/shadow",Directory traversal attempt
2024-05-20 10:25:00,system,10.0.0.1,NETWORK,ping 8.8.8.8,Connectivity check
2024-05-20 10:28:19,hacker,172.16.0.5,MALWARE_EXECUTION,"C:\Windows\Temp\mimikatz.exe",Credential dumper detected
2024-05-20 10:30:44,manager,10.0.0.100,DATA_EXFILTRATION,"upload to dropbox.com/leak",Large data transfer
2024-05-20 10:32:00,user01,10.0.0.5,WEB_ACCESS,GET /dashboard,Normal navigation
2024-05-20 10:35:12,attacker,192.168.1.100,XXE_INJECTION,"<!ENTITY xxe SYSTEM 'file:///etc/hostname'>",XML injection
2024-05-20 10:38:55,root,127.0.0.1,PRIVILEGE_ESCALATION,"sudo /usr/bin/python -c 'os.setuid(0)'",Privilege escalation
2024-05-20 10:40:00,user05,192.168.1.75,LATERAL_MOVEMENT,"psexec \\target-dc cmd.exe",Lateral movement
2024-05-20 10:42:15,guest,10.10.10.5,SCANNING,nmap -sS 10.0.0.0/24,Port scanning activity
2024-05-20 10:45:00,user02,192.168.1.15,WEB_ACCESS,POST /api/v1/update,Profile update
2024-05-20 10:48:33,attacker,192.168.1.200,SQL_INJECTION,"UNION SELECT password FROM users",Database leak
2024-05-20 10:50:10,admin,192.168.1.50,LOGOUT,Session closed,Admin logout
2024-05-20 10:52:00,it_support,192.168.1.10,SERVICE,Windows Update,Normal system activity
timestamp,user,source_ip,activity_type,payload_or_command,message
2024-05-20 10:00:01,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 1
2024-05-20 10:00:02,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 2
2024-05-20 10:00:03,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 3
2024-05-20 10:05:00,user01,10.0.0.5,WEB_ACCESS,GET /index.php,Normal user login
2024-05-20 10:06:15,attacker,185.220.101.1,SQL_INJECTION,"' OR 1=1 --",Authentication bypass attempt
2024-05-20 10:07:00,system,10.0.0.10,SERVICE,status check,System heartbeat
2024-05-20 10:08:22,user02,192.168.1.15,XSS_ATTACK,"<script>alert('XSS')</script>",Malicious script injection
2024-05-20 10:10:45,unknown,45.33.22.11,INTEL_MATCH,Malicious IP detected,Known botnet member
2024-05-20 10:12:10,svc_backup,10.0.0.20,BACKUP,start backup,Scheduled backup task
2024-05-20 10:15:33,admin,192.168.1.50,COMMAND_INJECTION,"; cat /etc/passwd",Sensitive file access attempt
2024-05-20 10:18:00,user03,192.168.1.60,FILE_ACCESS,GET /images/logo.png,Normal image load
2024-05-20 10:20:12,attacker,192.168.1.100,POWERSHELL_OBFUSCATION,"powershell.exe -enc JABjID0AbgBl...",Encoded payload execution
2024-05-20 10:22:45,user04,10.0.0.55,PATH_TRAVERSAL,"../../../../etc/shadow",Directory traversal attempt
2024-05-20 10:25:00,system,10.0.0.1,NETWORK,ping 8.8.8.8,Connectivity check
2024-05-20 10:28:19,hacker,172.16.0.5,MALWARE_EXECUTION,"C:\Windows\Temp\mimikatz.exe",Credential dumper detected
2024-05-20 10:30:44,manager,10.0.0.100,DATA_EXFILTRATION,"upload to dropbox.com/leak",Large data transfer
2024-05-20 10:32:00,user01,10.0.0.5,WEB_ACCESS,GET /dashboard,Normal navigation
2024-05-20 10:35:12,attacker,192.168.1.100,XXE_INJECTION,"<!ENTITY xxe SYSTEM 'file:///etc/hostname'>",XML injection
2024-05-20 10:38:55,root,127.0.0.1,PRIVILEGE_ESCALATION,"sudo /usr/bin/python -c 'os.setuid(0)'",Privilege escalation
2024-05-20 10:40:00,user05,192.168.1.75,LATERAL_MOVEMENT,"psexec \\target-dc cmd.exe",Lateral movement
2024-05-20 10:42:15,guest,10.10.10.5,SCANNING,nmap -sS 10.0.0.0/24,Port scanning activity
2024-05-20 10:45:00,user02,192.168.1.15,WEB_ACCESS,POST /api/v1/update,Profile update
2024-05-20 10:48:33,attacker,192.168.1.200,SQL_INJECTION,"UNION SELECT password FROM users",Database leak
2024-05-20 10:50:10,admin,192.168.1.50,LOGOUT,Session closed,Admin logout
2024-05-20 10:52:00,it_support,192.168.1.10,SERVICE,Windows Update,Normal system activity
timestamp,user,source_ip,activity_type,payload_or_command,message
2024-05-20 10:00:01,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 1
2024-05-20 10:00:02,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 2
2024-05-20 10:00:03,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 3
2024-05-20 10:05:00,user01,10.0.0.5,WEB_ACCESS,GET /index.php,Normal user login
2024-05-20 10:06:15,attacker,185.220.101.1,SQL_INJECTION,"' OR 1=1 --",Authentication bypass attempt
2024-05-20 10:07:00,system,10.0.0.10,SERVICE,status check,System heartbeat
2024-05-20 10:08:22,user02,192.168.1.15,XSS_ATTACK,"<script>alert('XSS')</script>",Malicious script injection
2024-05-20 10:10:45,unknown,45.33.22.11,INTEL_MATCH,Malicious IP detected,Known botnet member
2024-05-20 10:12:10,svc_backup,10.0.0.20,BACKUP,start backup,Scheduled backup task
2024-05-20 10:15:33,admin,192.168.1.50,COMMAND_INJECTION,"; cat /etc/passwd",Sensitive file access attempt
2024-05-20 10:18:00,user03,192.168.1.60,FILE_ACCESS,GET /images/logo.png,Normal image load
2024-05-20 10:20:12,attacker,192.168.1.100,POWERSHELL_OBFUSCATION,"powershell.exe -enc JABjID0AbgBl...",Encoded payload execution
2024-05-20 10:22:45,user04,10.0.0.55,PATH_TRAVERSAL,"../../../../etc/shadow",Directory traversal attempt
2024-05-20 10:25:00,system,10.0.0.1,NETWORK,ping 8.8.8.8,Connectivity check
2024-05-20 10:28:19,hacker,172.16.0.5,MALWARE_EXECUTION,"C:\Windows\Temp\mimikatz.exe",Credential dumper detected
2024-05-20 10:30:44,manager,10.0.0.100,DATA_EXFILTRATION,"upload to dropbox.com/leak",Large data transfer
2024-05-20 10:32:00,user01,10.0.0.5,WEB_ACCESS,GET /dashboard,Normal navigation
2024-05-20 10:35:12,attacker,192.168.1.100,XXE_INJECTION,"<!ENTITY xxe SYSTEM 'file:///etc/hostname'>",XML injection
2024-05-20 10:38:55,root,127.0.0.1,PRIVILEGE_ESCALATION,"sudo /usr/bin/python -c 'os.setuid(0)'",Privilege escalation
2024-05-20 10:40:00,user05,192.168.1.75,LATERAL_MOVEMENT,"psexec \\target-dc cmd.exe",Lateral movement
2024-05-20 10:42:15,guest,10.10.10.5,SCANNING,nmap -sS 10.0.0.0/24,Port scanning activity
2024-05-20 10:45:00,user02,192.168.1.15,WEB_ACCESS,POST /api/v1/update,Profile update
2024-05-20 10:48:33,attacker,192.168.1.200,SQL_INJECTION,"UNION SELECT password FROM users",Database leak
2024-05-20 10:50:10,admin,192.168.1.50,LOGOUT,Session closed,Admin logout
2024-05-20 10:52:00,it_support,192.168.1.10,SERVICE,Windows Update,Normal system activity
timestamp,user,source_ip,activity_type,payload_or_command,message
2024-05-20 10:00:01,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 1
2024-05-20 10:00:02,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 2
2024-05-20 10:00:03,admin,192.168.1.50,BRUTE_FORCE_PATTERN,Failed password for root,Brute force attempt 3
2024-05-20 10:05:00,user01,10.0.0.5,WEB_ACCESS,GET /index.php,Normal user login
2024-05-20 10:06:15,attacker,185.220.101.1,SQL_INJECTION,"' OR 1=1 --",Authentication bypass attempt
2024-05-20 10:07:00,system,10.0.0.10,SERVICE,status check,System heartbeat
